PER_PROGRAM_BASELINE
Benchmark,Precision,Recall
0.0007301499238153977,0.3198,0.8843,0.4698
0.0007305511106086537,0.3199,0.8843,0.4698
0.0007305872425522602,0.3199,0.8843,0.4698
0.00073086450395053,0.3199,0.8843,0.4698
0.0007308972987617609,0.3199,0.8843,0.4698
0.0007311864195401458,0.3199,0.8843,0.4699
0.0007314109362744599,0.32,0.8843,0.4699
0.0007316255809477296,0.32,0.8843,0.47
0.0007317332829770283,0.32,0.8843,0.47
0.0007319032188900361,0.32,0.8843,0.47
0.0007321906752539341,0.32,0.8843,0.47
0.0007322963864060224,0.3201,0.8843,0.47
0.0007333385055223752,0.3201,0.8842,0.47
0.0007334456277727226,0.3201,0.8842,0.47
0.0007336292522129418,0.3201,0.8842,0.47
0.0007336830805348915,0.3201,0.8842,0.4701
0.0007339245650328888,0.3202,0.8842,0.4701
0.0007339634492791685,0.3202,0.8842,0.4701
0.0007344351145025768,0.3203,0.8842,0.4702
0.0007359727723942621,0.3203,0.8842,0.4703
0.0007368015320440691,0.3203,0.8842,0.4703
0.0007371488613076042,0.3203,0.8842,0.4703
0.0007373678077647389,0.3204,0.8842,0.4703
0.0007387747570135485,0.3204,0.8842,0.4703
0.0007391467451963044,0.3204,0.8842,0.4703
0.0007399263346624201,0.3204,0.8842,0.4704
0.000740234369796454,0.3204,0.8842,0.4704
0.0007405424232899353,0.3204,0.8842,0.4704
0.0007408048257363089,0.3204,0.8842,0.4704
0.0007408672096345969,0.3204,0.8842,0.4704
0.0007412658055061915,0.3205,0.8842,0.4704
0.000742683877671746,0.3207,0.8842,0.4707
0.0007428080875189223,0.3207,0.8842,0.4707
0.0007428138005202557,0.3207,0.8842,0.4707
0.0007429360092109671,0.3207,0.8842,0.4707
0.0007435177256667875,0.3207,0.8842,0.4707
0.0007435250622575268,0.3207,0.8842,0.4707
0.000743566431631782,0.3207,0.8842,0.4707
0.0007439134637915868,0.3207,0.8842,0.4707
0.0007445231782963028,0.3207,0.8842,0.4707
0.0007450747636503147,0.3207,0.8842,0.4707
0.0007454077966075094,0.3207,0.8842,0.4707
0.000745733756666583,0.3207,0.8842,0.4707
0.0007460791138234502,0.3208,0.8842,0.4708
0.0007461228582174334,0.3208,0.8842,0.4708
0.0007466366584199107,0.3208,0.8842,0.4708
0.0007471078631983859,0.3208,0.8842,0.4708
0.0007471690273523185,0.3208,0.8842,0.4708
0.0007474335514893428,0.3208,0.8842,0.4708
0.000747467569895107,0.3209,0.8842,0.4709
0.000747674004935186,0.3209,0.8842,0.4709
0.0007478263862270426,0.3209,0.8842,0.4709
0.0007487539881418944,0.3209,0.8842,0.4709
0.0007489377188492852,0.3209,0.8842,0.4709
0.000749474915644229,0.3209,0.8842,0.4709
0.0007497878966394869,0.3209,0.8842,0.4709
0.0007498387171357608,0.3209,0.8842,0.4709
0.0007499989729695682,0.3209,0.8842,0.4709
0.0007503141678728986,0.321,0.8842,0.471
0.0007507908326791393,0.321,0.8842,0.471
0.0007510222763191909,0.321,0.8842,0.471
0.0007513534818132509,0.321,0.8842,0.471
0.0007513993477132757,0.321,0.8842,0.471
0.0007522891851278592,0.321,0.8842,0.471
0.0007527704309483213,0.3211,0.8842,0.4711
0.0007528328759944274,0.3212,0.8842,0.4712
0.0007529644848417959,0.3212,0.8842,0.4713
0.0007537674079261663,0.3212,0.8842,0.4713
0.0007537978655716176,0.3213,0.8842,0.4713
0.0007541793544998733,0.3213,0.8842,0.4713
0.0007544314505276027,0.3213,0.8842,0.4713
0.0007549544445739155,0.3213,0.8842,0.4713
0.0007554830748336253,0.3213,0.8842,0.4714
0.000755840654991054,0.3213,0.8842,0.4714
0.000755974757486975,0.3214,0.8842,0.4714
0.0007565249227015735,0.3214,0.8842,0.4714
0.000756779380181039,0.3214,0.8842,0.4714
0.0007569610336814991,0.3214,0.8842,0.4714
0.000757175088007487,0.3214,0.8842,0.4715
0.0007576655355289177,0.3214,0.8842,0.4715
0.0007579146232200413,0.3215,0.8842,0.4716
0.0007581916916515123,0.3217,0.8842,0.4717
0.0007586047658763075,0.3217,0.8842,0.4717
0.0007593462582436285,0.3217,0.8842,0.4717
0.0007595768382701228,0.3217,0.8842,0.4717
0.0007599425482909206,0.3217,0.8842,0.4717
0.0007600347307703529,0.3217,0.8842,0.4717
0.0007600565348673836,0.3218,0.8842,0.4718
0.0007604285230501395,0.3218,0.8842,0.4718
0.0007616745415616553,0.3218,0.8842,0.4719
0.000762191137241385,0.3219,0.8842,0.4719
0.0007622711380391113,0.322,0.8842,0.4721
0.0007628412518537339,0.322,0.8842,0.4721
0.0007628699432222555,0.322,0.8842,0.4721
0.0007631935884462591,0.322,0.8842,0.4721
0.0007632575233360678,0.322,0.8842,0.4721
0.0007635163875557294,0.322,0.8842,0.4721
0.000763635656460325,0.322,0.8842,0.4721
0.0007646528622707836,0.322,0.8842,0.4721
0.0007652782679143283,0.322,0.8842,0.4721
0.0007655406283588989,0.3221,0.8842,0.4721
0.0007658972774759928,0.3221,0.8842,0.4721
0.0007663360007853231,0.3221,0.8842,0.4721
0.0007665203246613144,0.3221,0.8842,0.4721
0.0007666620287702387,0.3221,0.8842,0.4722
0.0007668391386936781,0.3221,0.8842,0.4722
0.0007671764409656342,0.3221,0.8842,0.4722
0.0007679911553270745,0.3221,0.8842,0.4722
0.0007693140482174499,0.3221,0.8842,0.4722
0.0007693776755486861,0.3222,0.8842,0.4723
0.0007694021373032449,0.3222,0.8842,0.4723
0.0007694229742491168,0.3222,0.8842,0.4723
0.0007707235079435444,0.3222,0.8842,0.4723
0.000771265698097733,0.3222,0.8842,0.4723
0.0007712955034445652,0.3223,0.8842,0.4724
0.0007713672586268443,0.3223,0.8842,0.4724
0.0007722126484924173,0.3223,0.8842,0.4724
0.0007723523604138039,0.3223,0.8842,0.4724
0.0007735574059674869,0.3223,0.8842,0.4724
0.0007742724217800151,0.3223,0.8842,0.4724
0.0007748856409761638,0.3223,0.8842,0.4724
0.0007758922176665674,0.3223,0.8842,0.4724
0.0007765555268028461,0.3225,0.8842,0.4726
0.00077658403441327,0.3225,0.8842,0.4726
0.0007766003435742623,0.3225,0.8842,0.4726
0.0007768063016504338,0.3225,0.8842,0.4726
0.0007773256416408219,0.3226,0.8842,0.4727
0.0007777310865429936,0.3226,0.8842,0.4727
0.0007779509608634734,0.3226,0.8842,0.4727
0.0007785270989196298,0.3226,0.8842,0.4727
0.000779264289883768,0.3226,0.8842,0.4727
0.0007794956247983997,0.3227,0.8842,0.4728
0.00078020504014809,0.3227,0.8842,0.4729
0.0007810942911217996,0.3227,0.8842,0.4729
0.0007816926324325487,0.3227,0.8842,0.4729
0.0007817222023256402,0.3227,0.8842,0.4729
0.0007837694567865468,0.3227,0.8842,0.4729
0.0007840097278664235,0.3228,0.8842,0.4729
0.0007840954806602607,0.3228,0.8842,0.473
0.0007842271232020002,0.3229,0.8842,0.473
0.0007848746352296236,0.3229,0.8842,0.473
0.0007853019134293338,0.3229,0.8842,0.4731
0.0007855991332811888,0.3229,0.8842,0.4731
0.0007857255840240937,0.3229,0.8842,0.4731
0.0007858127845877861,0.3229,0.8842,0.4731
0.0007873190909022041,0.323,0.8842,0.4731
0.0007873779217163061,0.323,0.8842,0.4731
0.0007880361292148495,0.323,0.8842,0.4731
0.0007883494749359527,0.323,0.8842,0.4731
0.0007885602687690902,0.323,0.8842,0.4731
0.0007904399718071751,0.323,0.8842,0.4732
0.0007907451594040165,0.3231,0.8842,0.4732
0.0007917127200473116,0.3233,0.8842,0.4735
0.0007924110405458931,0.3234,0.8842,0.4735
0.00079418045950972,0.3234,0.8842,0.4736
0.0007947516564867652,0.3237,0.8842,0.4739
0.0007955742086557749,0.3238,0.8842,0.474
0.000796330387158369,0.3238,0.8842,0.4741
0.0007965069958209914,0.3238,0.8842,0.4741
0.0007970306892734712,0.324,0.8842,0.4743
0.0007982914944481635,0.324,0.8842,0.4743
0.0007984964373254713,0.324,0.8842,0.4743
0.0007991015975235823,0.3245,0.8842,0.4747
0.0007998456218931146,0.3245,0.8842,0.4747
0.0008000909383320016,0.3247,0.8842,0.4749
0.0008043081009740096,0.3247,0.8842,0.4749
0.000805975099958824,0.3247,0.8842,0.4749
0.0008060515331733452,0.3247,0.8842,0.4749
0.0008062118893295095,0.3247,0.8842,0.4749
0.0008062175963075301,0.3247,0.8842,0.4749
0.0008071932774318579,0.3247,0.8842,0.475
0.0008072635126873184,0.3247,0.8842,0.475
0.0008081060320395518,0.3252,0.8842,0.4755
0.0008083346381961763,0.3252,0.8842,0.4755
0.0008087718723708008,0.3252,0.8842,0.4755
0.0008091079320390246,0.3252,0.8842,0.4755
0.0008117523594891971,0.3252,0.8842,0.4755
0.0008119482424321589,0.3252,0.8842,0.4755
0.0008120676674237497,0.3252,0.8842,0.4756
0.0008138907390192896,0.3253,0.8842,0.4756
0.0008139506655049217,0.3253,0.8842,0.4756
0.0008149913646050152,0.3253,0.8842,0.4756
0.000815212156366152,0.3253,0.8842,0.4756
0.0008156552827425195,0.3253,0.8842,0.4756
0.0008164734723211365,0.3253,0.8842,0.4756
0.0008181008349605261,0.3253,0.8842,0.4756
0.0008185347291371265,0.3253,0.8842,0.4756
0.0008186031383203276,0.3253,0.8842,0.4756
0.0008186779136950846,0.3253,0.8842,0.4757
0.0008188372859167321,0.3254,0.8842,0.4757
0.0008189922792463424,0.3254,0.8842,0.4757
0.0008191082291444633,0.3254,0.8842,0.4757
0.0008195014883161294,0.3254,0.8842,0.4758
0.0008197815615361829,0.3254,0.8842,0.4758
0.0008198172640714377,0.3254,0.8842,0.4758
0.0008205025418781299,0.3254,0.8842,0.4758
0.000820726942385285,0.3255,0.8842,0.4758
0.0008211459228334427,0.3255,0.8842,0.4758
0.0008213187713201813,0.3255,0.8842,0.4758
0.0008219768624258722,0.3255,0.8842,0.4758
0.0008222713972543452,0.3255,0.8842,0.4758
0.0008224269706692048,0.3255,0.8842,0.4758
0.0008229985768658804,0.3255,0.8842,0.4758
0.000823093083890575,0.3255,0.8842,0.4759
0.0008236677895797036,0.3256,0.8842,0.4759
0.0008244819394300631,0.3256,0.8842,0.476
0.000824702679953054,0.3256,0.8842,0.476
0.000825020358107287,0.3257,0.8842,0.476
0.0008261000069084295,0.3259,0.8842,0.4762
0.0008264973989370487,0.3259,0.8842,0.4763
0.0008273716787020707,0.3259,0.8842,0.4763
0.0008278381504188288,0.3259,0.8842,0.4763
0.0008278460840625539,0.3259,0.8842,0.4763
0.0008280440722183535,0.326,0.8842,0.4763
0.0008288117924044839,0.326,0.8842,0.4763
0.0008289278664074152,0.326,0.8842,0.4763
0.0008294747291479116,0.326,0.8842,0.4763
0.0008305111774815114,0.326,0.8842,0.4764
0.0008315537552631531,0.326,0.8842,0.4764
0.0008326623496383253,0.3261,0.8842,0.4764
0.0008328577535158734,0.3261,0.8842,0.4765
0.0008343686249194844,0.3261,0.8842,0.4765
0.0008344031545441376,0.3261,0.8842,0.4765
0.0008353045944318837,0.3261,0.8842,0.4765
0.0008354304389668296,0.3261,0.8842,0.4765
0.0008359466932337703,0.3262,0.8842,0.4765
0.0008363040257585476,0.3262,0.8842,0.4766
0.0008400386541803961,0.3262,0.8842,0.4766
0.0008409085169640532,0.3262,0.8842,0.4766
0.0008413935443989894,0.3262,0.8842,0.4766
0.0008416918327890266,0.3262,0.8842,0.4766
0.0008423912294253834,0.3263,0.8842,0.4767
0.000842742790854931,0.3263,0.8842,0.4767
0.0008435413169148938,0.3263,0.8842,0.4767
0.0008437623882994767,0.3267,0.8841,0.4771
0.0008449994016271388,0.3267,0.8841,0.4771
0.0008454965606201646,0.3267,0.8841,0.4771
0.0008460477952358617,0.3267,0.8841,0.4771
0.0008461066928563188,0.3267,0.8841,0.4771
0.000849792997393875,0.3267,0.8841,0.4771
0.0008498222801367161,0.3267,0.8841,0.4771
0.0008508477317688172,0.3267,0.8841,0.4771
0.0008514914176790836,0.3267,0.8841,0.4772
0.0008515460725373978,0.3268,0.8841,0.4772
0.0008519294425931561,0.3268,0.8841,0.4772
0.0008521589856046875,0.3268,0.8841,0.4773
0.0008530301646045988,0.3268,0.8841,0.4773
0.0008532067962066279,0.3269,0.8841,0.4773
0.0008549435815697339,0.3269,0.8841,0.4774
0.0008561301215161402,0.3269,0.8841,0.4774
0.0008570873106077742,0.327,0.8841,0.4774
0.0008571139837569999,0.327,0.8841,0.4774
0.0008578226809720572,0.327,0.8841,0.4774
0.0008582889552592891,0.327,0.8841,0.4774
0.0008604620600716775,0.327,0.8841,0.4774
0.0008611887850224276,0.327,0.8841,0.4774
0.0008616725358626114,0.327,0.8841,0.4774
0.0008618858876603869,0.327,0.8841,0.4775
0.0008620497930133019,0.327,0.8841,0.4775
0.0008621136939586396,0.327,0.8841,0.4775
0.0008629908531764523,0.3271,0.8841,0.4775
0.000864055177594858,0.3271,0.8841,0.4776
0.000866987169492016,0.3271,0.8841,0.4776
0.0008679534605325623,0.3271,0.8841,0.4776
0.000869656717449952,0.3272,0.8841,0.4776
0.0008697521005940539,0.3272,0.8841,0.4776
0.0008706562778608639,0.3274,0.8841,0.4779
0.0008713017161377747,0.3274,0.8841,0.4779
0.0008718103603010855,0.3275,0.8841,0.4779
0.0008723704843046373,0.3277,0.8841,0.4782
0.0008731233831240217,0.3277,0.8841,0.4782
0.0008746145756565358,0.3277,0.8841,0.4782
0.0008749275566517935,0.3278,0.8841,0.4782
0.0008769087150047061,0.3278,0.884,0.4782
0.000877488969564537,0.3278,0.884,0.4783
0.0008777969464558499,0.3278,0.884,0.4783
0.00087796717286998,0.3278,0.884,0.4783
0.0008783494721827453,0.3278,0.884,0.4783
0.000880619846266632,0.3281,0.884,0.4786
0.0008826127741820196,0.3281,0.884,0.4786
0.0008851612810055213,0.3281,0.884,0.4786
0.0008856388887318767,0.3281,0.884,0.4786
0.0008868991720856072,0.3282,0.884,0.4787
0.0008882478590638795,0.3283,0.884,0.4788
0.0008882730594016606,0.3283,0.884,0.4788
0.0008891302408391283,0.3288,0.884,0.4793
0.0008917055622673566,0.3293,0.884,0.4799
0.0008923573689473739,0.3294,0.884,0.4799
0.0008927725032970553,0.3294,0.884,0.4799
0.0008936706835909562,0.3294,0.884,0.48
0.0008947422359271863,0.3295,0.884,0.48
0.0008951732563546832,0.3295,0.884,0.48
0.0008954434987955906,0.3295,0.884,0.48
0.0008964296680718688,0.33,0.8839,0.4806
0.0008964354153621591,0.3301,0.8839,0.4807
0.0008969604905415765,0.3301,0.8839,0.4807
0.0008981664534349748,0.3301,0.8839,0.4807
0.0008997062816204722,0.3302,0.8839,0.4808
0.0009014125764416092,0.3303,0.8839,0.4809
0.0009020410095447863,0.3304,0.8839,0.481
0.0009022999657773383,0.3304,0.8839,0.481
0.0009041980327001338,0.3304,0.8839,0.481
0.0009071701227212455,0.3304,0.8839,0.481
0.0009082696546094799,0.3304,0.8839,0.481
0.0009101996267745466,0.3304,0.8839,0.481
0.0009109910737857874,0.3305,0.8839,0.4811
0.0009112414045644336,0.3305,0.8839,0.4811
0.0009117718562838894,0.3305,0.8839,0.4811
0.00091196633077747,0.3305,0.8839,0.4811
0.0009123839350446818,0.3306,0.8839,0.4812
0.0009186137002445636,0.3306,0.8839,0.4812
0.0009209382248467705,0.3306,0.8839,0.4812
0.0009209905505207142,0.3308,0.8839,0.4814
0.0009214420615378146,0.3308,0.8839,0.4814
0.0009222109730869066,0.3308,0.8839,0.4814
0.000922427983198587,0.3309,0.8839,0.4815
0.000924728662728308,0.3309,0.8839,0.4815
0.0009250850051989207,0.3309,0.8839,0.4815
0.0009274369185967334,0.3309,0.8839,0.4815
0.0009278963702158391,0.331,0.8839,0.4816
0.0009285027054202629,0.331,0.8839,0.4816
0.0009302318045902837,0.331,0.8839,0.4816
0.0009315621480539062,0.331,0.8839,0.4816
0.000931620011879134,0.331,0.8839,0.4816
0.0009320968563036365,0.331,0.8839,0.4816
0.0009330818136741875,0.331,0.8839,0.4816
0.0009346894113014929,0.331,0.8839,0.4817
0.0009352533081794116,0.331,0.8839,0.4817
0.0009382744066635837,0.331,0.8839,0.4817
0.0009385556804388483,0.331,0.8839,0.4817
0.0009399931232827957,0.331,0.8839,0.4817
0.0009410227857020061,0.331,0.8839,0.4817
0.0009451528860989396,0.3311,0.8839,0.4817
0.0009491255348076371,0.3311,0.8839,0.4817
0.0009507792054052624,0.3311,0.8839,0.4818
0.0009511171138216077,0.3311,0.8839,0.4818
0.000953002608930889,0.3311,0.8839,0.4818
0.0009530985296597501,0.3312,0.8839,0.4818
0.0009541452114066516,0.3312,0.8839,0.4818
0.0009556871506919541,0.3312,0.8839,0.4819
0.0009574649930826825,0.3312,0.8839,0.4819
0.0009591364632742711,0.3313,0.8839,0.4819
0.0009593785571038816,0.3313,0.8839,0.4819
0.000959662720363778,0.3313,0.8839,0.4819
0.00096224430125361,0.3313,0.8839,0.4819
0.0009642578725695487,0.3313,0.8839,0.4819
0.0009650071558698382,0.3313,0.8839,0.4819
0.000965074838742553,0.3313,0.8839,0.482
0.0009665490951551409,0.3313,0.8839,0.482
0.00096984773131855,0.3313,0.8839,0.482
0.0009728625669707185,0.3314,0.8839,0.482
0.0009747762831966304,0.3314,0.8839,0.482
0.0009750253406750883,0.3314,0.8839,0.482
0.0009751594289333896,0.3314,0.8839,0.4821
0.0009760845279079351,0.3314,0.8839,0.4821
0.0009762270029032566,0.3314,0.8839,0.4821
0.0009763989843486895,0.3314,0.8839,0.4821
0.0009768228092541657,0.3315,0.8839,0.4821
0.0009776754261571535,0.3315,0.8839,0.4821
0.0009808354258099084,0.3315,0.8839,0.4821
0.0009811052309049017,0.3315,0.8839,0.4821
0.0009849305202398937,0.3315,0.8839,0.4822
0.0009879562100852542,0.3316,0.8839,0.4822
0.00098901813076314,0.3316,0.8839,0.4822
0.000989678489855024,0.3316,0.8839,0.4822
0.0009907889444391788,0.3316,0.8839,0.4823
0.000993309380504236,0.3316,0.8839,0.4823
0.0009937873923225545,0.3316,0.8839,0.4823
0.0009942880988642482,0.3317,0.8839,0.4823
0.0009954152770043974,0.3317,0.8839,0.4823
0.0009962333992704873,0.3317,0.8839,0.4823
0.0009969560247089426,0.3317,0.8839,0.4824
0.0009978863475150633,0.3317,0.8839,0.4824
0.0009988577664490955,0.3317,0.8839,0.4824
0.0010020133189294603,0.3317,0.8839,0.4824
0.0010022481709726732,0.3318,0.8839,0.4824
0.0010036349354384316,0.3318,0.8839,0.4825
0.0010037757551245358,0.3318,0.8839,0.4825
0.0010066491169765212,0.3318,0.8839,0.4825
0.0010085390202120735,0.3319,0.8839,0.4826
0.0010142448833268182,0.3319,0.8839,0.4826
0.0010173202883399567,0.3319,0.8839,0.4826
0.0010175823033262124,0.3319,0.8839,0.4826
0.0010192686361574022,0.3319,0.8837,0.4826
0.0010236646136666805,0.3319,0.8837,0.4826
0.001025174199916812,0.3319,0.8837,0.4826
0.0010269606456414463,0.3319,0.8837,0.4826
0.001027764668070297,0.3319,0.8837,0.4826
0.0010298979678736915,0.332,0.8837,0.4826
0.0010300838631722752,0.332,0.8837,0.4827
0.0010345270169931332,0.332,0.8837,0.4827
0.0010351928740380495,0.332,0.8837,0.4827
0.0010358928249326106,0.332,0.8837,0.4827
0.0010359552057000677,0.332,0.8837,0.4827
0.0010409756407707737,0.332,0.8837,0.4827
0.0010414677136244028,0.3321,0.8837,0.4827
0.001043107792850145,0.3321,0.8837,0.4827
0.0010431369546473042,0.3321,0.8837,0.4827
0.0010458580155702669,0.3321,0.8837,0.4827
0.0010465022651046472,0.3321,0.8837,0.4827
0.001049451036432029,0.3321,0.8837,0.4827
0.0010545599681225674,0.3321,0.8837,0.4828
0.001054610052243745,0.3321,0.8837,0.4828
0.0010573142375184448,0.3322,0.8837,0.4829
0.0010573727623001891,0.3323,0.8837,0.483
0.001061509936461251,0.3323,0.8837,0.483
0.0010618808417999126,0.3323,0.8837,0.483
0.0010621753615754454,0.3323,0.8837,0.483
0.001063136258442342,0.3323,0.8837,0.483
0.0010668428483043791,0.3323,0.8837,0.483
0.0010677177863449672,0.3323,0.8837,0.483
0.001068024449199034,0.3324,0.8837,0.483
0.0010684990437921284,0.3324,0.8837,0.483
0.0010693561189107864,0.3324,0.8837,0.483
0.001070987883686298,0.3324,0.8837,0.483
0.001076384396897917,0.3324,0.8837,0.4831
0.0010814479209106922,0.3324,0.8837,0.4831
0.0010843635584334686,0.3324,0.8837,0.4831
0.001085120075101345,0.3324,0.8837,0.4831
0.001086211817611177,0.3324,0.8837,0.4831
0.0010862621727061393,0.3324,0.8837,0.4831
0.0010896586195776902,0.3324,0.8837,0.4831
0.001090755159983205,0.3324,0.8837,0.4831
0.0010909793320113465,0.3324,0.8837,0.4831
0.0010917899762773664,0.3325,0.8837,0.4832
0.0010919711611383828,0.3325,0.8837,0.4832
0.001095905040944264,0.3325,0.8837,0.4832
0.0010967195517530778,0.3325,0.8837,0.4832
0.0011068218515970418,0.3326,0.8836,0.4832
0.0011087182393442181,0.3326,0.8836,0.4832
0.001111714055875521,0.3326,0.8836,0.4832
0.0011117382931563162,0.3326,0.8836,0.4833
0.0011128112879036612,0.3326,0.8836,0.4833
0.0011128324756420436,0.3326,0.8836,0.4833
0.0011176463801188354,0.3326,0.8836,0.4833
0.0011187063542452706,0.3327,0.8836,0.4834
0.0011200492004880503,0.3327,0.8836,0.4834
0.0011221294346206276,0.3327,0.8836,0.4834
0.0011227604294239428,0.3327,0.8836,0.4834
0.0011235880530539577,0.3327,0.8836,0.4834
0.0011242339337907087,0.3327,0.8836,0.4834
0.0011248133722160114,0.3328,0.8836,0.4835
0.0011255681059869963,0.3329,0.8836,0.4836
0.0011310100063395884,0.3329,0.8836,0.4836
0.0011310563976760443,0.3329,0.8836,0.4836
0.0011323240994084477,0.3329,0.8836,0.4836
0.0011334285043501304,0.333,0.8836,0.4837
0.00113457459758075,0.333,0.8836,0.4837
0.0011360323612951504,0.333,0.8836,0.4837
0.0011362109093830174,0.333,0.8836,0.4838
0.0011400274414827068,0.3331,0.8836,0.4838
0.001140321066966875,0.3331,0.8836,0.4838
0.001143993349008513,0.3331,0.8836,0.4838
0.0011468204825683605,0.3332,0.8836,0.4839
0.0011490116521249798,0.3332,0.8836,0.4839
0.0011519029204463654,0.3332,0.8836,0.4839
0.0011519122119929637,0.3333,0.8836,0.484
0.0011520217597180465,0.3333,0.8836,0.4841
0.0011523869090668817,0.3334,0.8836,0.4841
0.0011524908166882515,0.3334,0.8836,0.4842
0.0011535686667871665,0.3335,0.8836,0.4842
0.0011543258996108525,0.3335,0.8836,0.4842
0.001155003274327468,0.3335,0.8836,0.4843
0.0011557684088817366,0.3336,0.8836,0.4844
0.0011558046932106337,0.3336,0.8836,0.4844
0.0011569347029186463,0.3337,0.8836,0.4844
0.0011603254235439233,0.3337,0.8836,0.4844
0.0011603617078728204,0.3337,0.8836,0.4844
0.00116619423037707,0.3337,0.8836,0.4844
0.0011682508144645251,0.3337,0.8836,0.4845
0.0011693937379126443,0.3337,0.8836,0.4845
0.0011704819176308475,0.3337,0.8836,0.4845
0.0011716719056797033,0.3337,0.8836,0.4845
0.0011776678652154183,0.3337,0.8836,0.4845
0.0011779011658248578,0.3338,0.8836,0.4845
0.001179998390764919,0.3338,0.8836,0.4845
0.001180198023423914,0.3338,0.8836,0.4846
0.001184546764732314,0.3338,0.8836,0.4846
0.0011861861414970488,0.3339,0.8836,0.4846
0.0011891676561064705,0.3339,0.8836,0.4847
0.0011906453907698897,0.3339,0.8836,0.4847
0.0011926960058152183,0.3339,0.8836,0.4847
0.0011980333211750406,0.3339,0.8836,0.4847
0.0011985577076315604,0.334,0.8836,0.4847
0.0011986013201837878,0.334,0.8836,0.4848
0.0011995461804791255,0.334,0.8836,0.4848
0.0011995911669865453,0.334,0.8836,0.4848
0.0012005239363926407,0.334,0.8836,0.4848
0.0012037669425320966,0.334,0.8836,0.4848
0.0012040017945753095,0.3341,0.8836,0.4848
0.0012049934776583462,0.3341,0.8836,0.4849
0.0012086351694979664,0.3341,0.8836,0.4849
0.001210148028802051,0.3341,0.8836,0.4849
0.0012112250572158811,0.3341,0.8836,0.4849
0.001214117284624725,0.3341,0.8836,0.4849
0.00121440162194244,0.3341,0.8836,0.4849
0.0012155966069279237,0.3342,0.8836,0.485
0.001217256318273871,0.3342,0.8836,0.485
0.0012173831365518617,0.3342,0.8836,0.485
0.0012205803234773996,0.3343,0.8836,0.485
0.001220613402966241,0.3343,0.8836,0.485
0.0012226336823879856,0.3343,0.8836,0.4851
0.0012243204239623566,0.3344,0.8836,0.4852
0.001224745192024515,0.3345,0.8836,0.4852
0.0012257739067238465,0.3346,0.8836,0.4854
0.001228535128834401,0.3346,0.8836,0.4854
0.0012293959725911473,0.3346,0.8836,0.4854
0.0012295071586047469,0.3346,0.8836,0.4854
