PER_PROGRAM_BASELINE
Benchmark,Precision,Recall
0.0006213654008555707,0.3151,0.951,0.4734
0.0006218485371682128,0.3151,0.951,0.4734
0.0006224746258280022,0.3151,0.951,0.4734
0.0006232223160348776,0.3152,0.951,0.4734
0.0006234198167097932,0.3152,0.951,0.4734
0.0006235004907699594,0.3152,0.951,0.4734
0.0006235305843927363,0.3152,0.951,0.4734
0.0006235414027206426,0.3152,0.951,0.4734
0.0006237729955100989,0.3152,0.951,0.4734
0.0006238030891328758,0.3152,0.951,0.4734
0.0006238587391601908,0.3152,0.951,0.4734
0.0006238719353006581,0.3152,0.951,0.4734
0.0006239913933560359,0.3152,0.951,0.4735
0.0006240419034652315,0.3152,0.951,0.4735
0.0006245180900256429,0.3152,0.951,0.4735
0.00062471400639994,0.3152,0.951,0.4735
0.0006248944927992063,0.3152,0.951,0.4735
0.0006249869340621174,0.3152,0.951,0.4735
0.0006255198215049021,0.3152,0.951,0.4735
0.0006255435151366217,0.3152,0.951,0.4735
0.0006257312921752269,0.3152,0.951,0.4735
0.0006258160198767613,0.3152,0.951,0.4735
0.00062582411281982,0.3152,0.951,0.4735
0.0006259149596673206,0.3152,0.951,0.4735
0.0006260849278318942,0.3152,0.951,0.4735
0.0006261283572120809,0.3152,0.951,0.4735
0.0006261976382480979,0.3152,0.951,0.4735
0.0006267305256908827,0.3152,0.951,0.4735
0.0006269375171658687,0.3152,0.951,0.4735
0.0006270023837970024,0.3153,0.951,0.4735
0.0006270387110996133,0.3153,0.951,0.4735
0.0006270740104043877,0.3153,0.951,0.4735
0.0006271882120811362,0.3153,0.951,0.4735
0.0006276562688485566,0.3153,0.951,0.4735
0.0006282502535510817,0.3153,0.951,0.4736
0.0006282622454338267,0.3153,0.951,0.4736
0.0006286677924841722,0.3153,0.951,0.4736
0.0006289148517921229,0.3153,0.951,0.4736
0.0006291214966177158,0.3153,0.951,0.4736
0.000629883954017326,0.3153,0.951,0.4736
0.0006300034981663997,0.3154,0.951,0.4737
0.0006302875696633021,0.3154,0.951,0.4737
0.0006303662481824579,0.3154,0.951,0.4737
0.0006305239179560245,0.3154,0.951,0.4737
0.0006307394746559237,0.3154,0.951,0.4737
0.0006308574119479186,0.3154,0.951,0.4737
0.0006309579865311077,0.3154,0.951,0.4737
0.0006312660071085905,0.3154,0.951,0.4737
0.0006314749552853892,0.3154,0.951,0.4737
0.0006317569560722303,0.3154,0.951,0.4737
0.0006320789183859956,0.3154,0.951,0.4737
0.0006321282635339819,0.3154,0.951,0.4737
0.0006323377365229661,0.3154,0.951,0.4737
0.0006325767836055233,0.3154,0.951,0.4737
0.0006327853013789187,0.3154,0.951,0.4737
0.0006333465921025052,0.3154,0.951,0.4737
0.0006333767598018592,0.3154,0.951,0.4737
0.0006337477066604269,0.3154,0.951,0.4737
0.0006337999804388927,0.3154,0.951,0.4737
0.0006341007112750845,0.3154,0.951,0.4737
0.0006345239812913287,0.3155,0.951,0.4738
0.0006346198079721858,0.3155,0.951,0.4738
0.0006346417666807431,0.3155,0.951,0.4738
0.0006348346233072079,0.3155,0.951,0.4738
0.0006351944681586703,0.3155,0.951,0.4738
0.0006353553993783891,0.3155,0.951,0.4738
0.0006359331015452138,0.3155,0.951,0.4738
0.0006362056062853533,0.3155,0.951,0.4738
0.0006363505560326796,0.3155,0.951,0.4738
0.0006364147108809348,0.3155,0.951,0.4738
0.0006364566382670518,0.3155,0.951,0.4738
0.0006364770788643068,0.3155,0.951,0.4738
0.0006365933736936558,0.3156,0.951,0.4739
0.0006367995879165612,0.3156,0.951,0.4739
0.0006371028410531792,0.3156,0.951,0.4739
0.0006373951543531164,0.3156,0.951,0.4739
0.0006374160930341326,0.3156,0.951,0.4739
0.0006378255016878811,0.3156,0.951,0.4739
0.0006378997004222251,0.3156,0.951,0.4739
0.0006380952307356699,0.3156,0.951,0.4739
0.0006382476004480814,0.3156,0.951,0.4739
0.0006383847224163494,0.3156,0.951,0.4739
0.000638521250228292,0.3156,0.951,0.4739
0.0006391395573231659,0.3156,0.951,0.4739
0.0006392700132411025,0.3156,0.951,0.4739
0.0006395602158524275,0.3156,0.951,0.4739
0.0006396205921169585,0.3156,0.951,0.4739
0.0006396523961328589,0.3156,0.951,0.4739
0.0006398019383137308,0.3156,0.951,0.4739
0.0006399272492035068,0.3156,0.951,0.4739
0.0006399427247888874,0.3156,0.951,0.4739
0.0006402900038436056,0.3156,0.951,0.4739
0.0006403125989509856,0.3156,0.951,0.4739
0.0006404052310671795,0.3156,0.951,0.4739
0.0006409227156251164,0.3156,0.951,0.4739
0.0006411251263142108,0.3156,0.951,0.4739
0.0006415802726674949,0.3156,0.951,0.4739
0.0006417369293913346,0.3156,0.951,0.4739
0.0006422964605366582,0.3156,0.951,0.4739
0.0006422994787202608,0.3156,0.951,0.4739
0.000642376494807589,0.3156,0.951,0.4739
0.0006425678298160177,0.3156,0.951,0.474
0.0006428027857169216,0.3156,0.951,0.474
0.0006431681506808732,0.3156,0.951,0.474
0.0006433819653662316,0.3156,0.951,0.474
0.0006435045971595516,0.3156,0.951,0.474
0.0006435325138564703,0.3156,0.951,0.474
0.0006436790888527823,0.3157,0.951,0.474
0.000643779953757997,0.3157,0.951,0.474
0.0006439007228503616,0.3157,0.951,0.474
0.0006445438021796949,0.3157,0.951,0.474
0.0006454249897328941,0.3157,0.951,0.474
0.0006457711721594715,0.3157,0.951,0.474
0.0006458328916359993,0.3157,0.951,0.474
0.0006458744765728105,0.3157,0.951,0.474
0.000645943747217024,0.3157,0.951,0.474
0.0006459869510384026,0.3157,0.951,0.474
0.0006462258879448863,0.3167,0.951,0.4751
0.0006462474388957106,0.3167,0.951,0.4752
0.0006462475990678051,0.3167,0.951,0.4752
0.0006467064742942568,0.3167,0.951,0.4752
0.0006468501880295169,0.3167,0.951,0.4752
0.000646926656127392,0.3167,0.951,0.4752
0.0006470024057313775,0.3168,0.951,0.4752
0.0006470169466377822,0.3168,0.951,0.4752
0.0006471302548102107,0.3168,0.951,0.4752
0.0006472075577123376,0.3168,0.951,0.4752
0.0006472922211899994,0.3168,0.951,0.4752
0.0006473982268631804,0.3168,0.951,0.4752
0.0006474091342340453,0.3168,0.951,0.4753
0.000647479627486851,0.3168,0.951,0.4753
0.0006474815722763633,0.3168,0.951,0.4753
0.0006475947588460414,0.3168,0.951,0.4753
0.0006481413133440234,0.317,0.951,0.4755
0.000648646776588761,0.317,0.951,0.4755
0.0006487976533352935,0.317,0.951,0.4755
0.0006496280473661345,0.317,0.951,0.4755
0.0006509874563803655,0.317,0.951,0.4755
0.0006511001980825485,0.317,0.951,0.4755
0.0006511722193403403,0.317,0.951,0.4755
0.0006512663138461446,0.317,0.951,0.4755
0.0006515162079155784,0.317,0.951,0.4755
0.0006516038553318222,0.317,0.951,0.4755
0.000651671071732797,0.317,0.951,0.4755
0.0006517513961033435,0.317,0.951,0.4755
0.0006524358907751038,0.317,0.951,0.4755
0.0006526149836126038,0.317,0.951,0.4755
0.0006528834350294912,0.317,0.951,0.4755
0.000653030480747028,0.317,0.951,0.4755
0.0006540301681675441,0.317,0.951,0.4755
0.0006548926605167555,0.317,0.951,0.4755
0.0006552760259187062,0.317,0.951,0.4755
0.0006558212667123238,0.317,0.951,0.4755
0.000656226155226593,0.317,0.951,0.4755
0.00065669469218658,0.317,0.951,0.4755
0.0006567973647403609,0.317,0.951,0.4755
0.000656992158520864,0.317,0.951,0.4755
0.0006573190502853684,0.317,0.951,0.4755
0.0006576425107984938,0.317,0.951,0.4755
0.0006579599422094019,0.317,0.951,0.4755
0.0006581231775788536,0.317,0.951,0.4755
0.0006581549137567448,0.3171,0.951,0.4756
0.0006594128395368329,0.3171,0.951,0.4756
0.0006594289954778988,0.3171,0.951,0.4756
0.0006594445512219779,0.3171,0.951,0.4756
0.0006598740558386616,0.3171,0.951,0.4756
0.0006602194360790487,0.3171,0.951,0.4756
0.0006604099220342957,0.3171,0.951,0.4756
0.0006608910721562698,0.3171,0.951,0.4756
0.0006613852884422545,0.3171,0.951,0.4756
0.0006614558639034954,0.3171,0.951,0.4756
0.0006617521424775939,0.3171,0.951,0.4756
0.000662028632970117,0.3184,0.951,0.477
0.0006620363149715856,0.3184,0.951,0.4771
0.0006623747662614811,0.3184,0.951,0.4771
0.0006627141765880576,0.3184,0.951,0.4771
0.0006627971505277741,0.3184,0.951,0.4771
0.0006628244745957088,0.3185,0.951,0.4772
0.0006629725751297502,0.3185,0.951,0.4772
0.0006630057967262052,0.3185,0.951,0.4772
0.0006630766586413209,0.3185,0.951,0.4772
0.0006632457789880428,0.3185,0.951,0.4772
0.0006642402578725944,0.3185,0.951,0.4772
0.0006642494261402203,0.3185,0.951,0.4772
0.0006642871975534991,0.3185,0.951,0.4772
0.000665172960236,0.3185,0.951,0.4772
0.0006661491710454293,0.3185,0.951,0.4772
0.0006661718897868405,0.3185,0.951,0.4772
0.0006662497070112885,0.3185,0.951,0.4772
0.0006669348340982465,0.3185,0.951,0.4772
0.0006669389181569492,0.3185,0.951,0.4772
0.0006673617878683235,0.3185,0.951,0.4772
0.0006674084932290736,0.3185,0.951,0.4772
0.0006680997663214767,0.3186,0.951,0.4772
0.0006692881849525171,0.3186,0.951,0.4772
0.0006692993531413008,0.3186,0.951,0.4772
0.0006694048122349859,0.3186,0.951,0.4773
0.0006694515175957361,0.3186,0.951,0.4773
0.0006694530753551808,0.3186,0.951,0.4773
0.0006700851349210624,0.3186,0.951,0.4773
0.0006704037299105641,0.3186,0.951,0.4773
0.0006704202961812158,0.3186,0.951,0.4773
0.0006704229529297394,0.3186,0.951,0.4773
0.0006704628580060188,0.3186,0.951,0.4773
0.0006706031921064248,0.3186,0.951,0.4773
0.0006709983216297386,0.3186,0.951,0.4773
0.0006710655409108046,0.3186,0.951,0.4773
0.0006713166684188281,0.3186,0.951,0.4773
0.0006714528844933745,0.3186,0.951,0.4773
0.0006721672344833062,0.3186,0.951,0.4773
0.0006723580865518371,0.3187,0.951,0.4774
0.0006724056900718134,0.3187,0.951,0.4774
0.0006733700648808338,0.3187,0.951,0.4774
0.0006733989744289345,0.3187,0.951,0.4774
0.0006743313947242638,0.3187,0.951,0.4774
0.0006744205485132198,0.3187,0.951,0.4774
0.0006744455025229486,0.3187,0.951,0.4774
0.0006745651927720457,0.3187,0.951,0.4774
0.0006745838600903569,0.3187,0.951,0.4774
0.0006747410992734992,0.3187,0.951,0.4774
0.0006748859657228329,0.3187,0.951,0.4774
0.0006750206344198643,0.3187,0.951,0.4774
0.0006753921258028304,0.3187,0.951,0.4774
0.0006754424298921854,0.3187,0.951,0.4774
0.0006755108675104181,0.3187,0.9509,0.4774
0.0006758730421671026,0.3187,0.9509,0.4774
0.0006763468959893044,0.3187,0.9509,0.4774
0.0006764071337160409,0.3187,0.9509,0.4774
0.0006766893405736675,0.3187,0.9509,0.4774
0.0006768384959225022,0.3187,0.9509,0.4774
0.00067690223225374,0.3187,0.9509,0.4774
0.0006778656061128225,0.3187,0.9509,0.4774
0.000678074971635515,0.3187,0.9509,0.4774
0.0006781657157051672,0.3187,0.9509,0.4774
0.0006784781846506904,0.3187,0.9509,0.4774
0.0006785808820665583,0.3187,0.9509,0.4774
0.0006785996770829616,0.3187,0.9509,0.4775
0.0006790939074987723,0.3188,0.9509,0.4775
0.0006792388912665766,0.3188,0.9509,0.4775
0.0006794945602519075,0.3188,0.9509,0.4775
0.0006794971931106631,0.3188,0.9509,0.4775
0.0006797251806534678,0.3188,0.9509,0.4775
0.0006800750334083181,0.3188,0.9509,0.4775
0.0006801277601614304,0.3188,0.9509,0.4775
0.000680518353680328,0.3188,0.9509,0.4775
0.000680598714241113,0.3188,0.9509,0.4776
0.000680828191333254,0.3188,0.9509,0.4776
0.000680909568412589,0.3188,0.9509,0.4776
0.0006814945847628634,0.3188,0.9509,0.4776
0.0006821707845280926,0.3189,0.9509,0.4776
0.0006822907419491807,0.3189,0.9509,0.4776
0.0006827044390820511,0.3189,0.9509,0.4776
0.0006832007401781804,0.3189,0.9509,0.4776
0.000683997111951046,0.3189,0.9509,0.4776
0.0006841117367213059,0.319,0.9509,0.4777
0.0006841172106356596,0.319,0.9509,0.4778
0.000684363106960532,0.319,0.9509,0.4778
0.000685130924431444,0.319,0.9509,0.4778
0.0006855617609965721,0.319,0.9509,0.4778
0.0006859664163244763,0.319,0.9509,0.4778
0.0006861198568316519,0.319,0.9509,0.4778
0.0006861547610879684,0.319,0.9509,0.4778
0.0006862127875259032,0.3191,0.9509,0.4778
0.0006870609814826115,0.3191,0.9509,0.4778
0.0006871501578579773,0.3191,0.9509,0.4778
0.0006873774814759219,0.3191,0.9509,0.4778
0.0006880094406911387,0.3191,0.9509,0.4778
0.000688449629102976,0.3191,0.9509,0.4778
0.0006886419753892396,0.3191,0.9509,0.4778
0.0006887744138989419,0.3191,0.9509,0.4778
0.0006896934879531289,0.3191,0.9509,0.4778
0.0006899823396232257,0.3191,0.9509,0.4778
0.0006902371174679955,0.3191,0.9509,0.4778
0.0006903424371446685,0.3191,0.9509,0.4778
0.0006905754037684546,0.3191,0.9509,0.4778
0.0006905990993867775,0.3191,0.9509,0.4778
0.0006908174382656044,0.3191,0.9509,0.4778
0.0006910785148013932,0.3191,0.9509,0.4778
0.0006911847566923095,0.3191,0.9509,0.4778
0.0006915752291756089,0.3191,0.9509,0.4778
0.0006916547658464816,0.3191,0.9509,0.4778
0.0006917365123197913,0.3191,0.9509,0.4779
0.0006918498888401398,0.3191,0.9509,0.4779
0.0006918891685717492,0.3191,0.9509,0.4779
0.0006921465980759758,0.3191,0.9509,0.4779
0.000692274913370471,0.3191,0.9509,0.4779
0.0006923455707902394,0.3191,0.9509,0.4779
0.0006924546343658964,0.3191,0.9509,0.4779
0.0006926570611235888,0.3191,0.9509,0.4779
0.0006930152297588552,0.3191,0.9509,0.4779
0.0006934636369705563,0.3191,0.9509,0.4779
0.0006940501548225974,0.3191,0.9509,0.4779
0.0006943471585587128,0.3191,0.9509,0.4779
0.0006944942867516263,0.3191,0.9509,0.4779
0.0006946578193904373,0.3191,0.9509,0.4779
0.0006946863776436691,0.3191,0.9509,0.4779
0.0006949992290087852,0.3191,0.9509,0.4779
0.0006950362103649628,0.3191,0.9509,0.4779
0.0006950875947702066,0.3191,0.9509,0.4779
0.0006954774187558607,0.3191,0.9509,0.4779
0.0006955909830309661,0.3191,0.9509,0.4779
0.0006966758924131543,0.3191,0.9509,0.4779
0.0006984699842932805,0.3191,0.9509,0.4779
0.0006990974727470931,0.3191,0.9509,0.4779
0.0006992522019507509,0.3191,0.9509,0.4779
0.0006997764342292457,0.3191,0.9509,0.4779
0.0006999930195870521,0.3191,0.9509,0.4779
0.000700300090612767,0.3191,0.9509,0.4779
0.0007003209142599457,0.3191,0.9509,0.4779
0.0007005673585743973,0.3192,0.9509,0.4779
0.0007006920971415239,0.3192,0.9509,0.4779
0.0007007715467731815,0.3192,0.9509,0.4779
0.0007009224154244043,0.3192,0.9509,0.4779
0.0007010017523898109,0.3192,0.9509,0.4779
0.0007010421524032793,0.3192,0.9509,0.478
0.0007016351079707172,0.3192,0.9509,0.478
0.000701691365182763,0.3192,0.9509,0.478
0.0007017509644441894,0.3192,0.9509,0.478
0.0007018049784764269,0.3192,0.9509,0.478
0.0007020360439537146,0.3192,0.9509,0.478
0.0007020683166383936,0.3192,0.9509,0.478
0.000702075845819212,0.3192,0.9509,0.478
0.0007024083755819439,0.3192,0.9509,0.478
0.0007024481244674262,0.3193,0.9509,0.478
0.0007037802809642697,0.3193,0.9509,0.4781
0.0007043879847458591,0.3193,0.9509,0.4781
0.000704873337684892,0.3193,0.9509,0.4781
0.0007052766003207187,0.3193,0.9509,0.4781
0.0007052801492106939,0.3193,0.9509,0.4781
0.0007055632349286499,0.3193,0.9509,0.4781
0.0007059602671695492,0.3193,0.9509,0.4781
0.0007059645467561395,0.3193,0.9509,0.4781
0.0007063174301812965,0.3194,0.9509,0.4781
0.0007063539130945024,0.3194,0.9509,0.4782
0.0007069466360074767,0.3194,0.9509,0.4782
0.0007070224441823782,0.3194,0.9509,0.4782
0.000707286694951027,0.3194,0.9509,0.4782
0.0007073231735773564,0.3194,0.9509,0.4782
0.0007074381729636481,0.3194,0.9509,0.4782
0.0007075160476087707,0.3194,0.9509,0.4782
0.0007075925514487303,0.3194,0.9509,0.4782
0.0007081452618171959,0.3194,0.9509,0.4782
0.0007087390352636657,0.3194,0.9509,0.4782
0.0007090528705412878,0.3194,0.9509,0.4782
0.0007092658385281951,0.3194,0.9509,0.4782
0.0007093398538458158,0.3194,0.9509,0.4782
0.000709559071975433,0.3194,0.9509,0.4782
0.0007095626351802691,0.3194,0.9509,0.4782
0.0007096986046121106,0.3194,0.9509,0.4782
0.0007102136617096002,0.3194,0.9509,0.4782
0.0007102267074636287,0.3194,0.9509,0.4782
0.0007103116086580721,0.3201,0.9509,0.479
0.0007104283787818722,0.3201,0.9509,0.479
0.0007105214201560257,0.3201,0.9509,0.479
0.0007105303839863591,0.3201,0.9509,0.479
0.0007110174971634749,0.3201,0.9509,0.479
0.0007116192769360557,0.3201,0.9509,0.479
0.0007117198223181325,0.3201,0.9509,0.479
0.0007121029573807655,0.3202,0.9509,0.479
0.0007123269259236521,0.3202,0.9509,0.479
0.0007131203141500151,0.3202,0.9509,0.479
0.0007133126580373045,0.3202,0.9509,0.479
0.0007134106256587492,0.3202,0.9509,0.479
0.0007146782993752588,0.3202,0.9509,0.479
0.000714755439695169,0.3202,0.9509,0.479
0.0007150197495809435,0.3202,0.9509,0.479
0.0007151697661920158,0.3202,0.9509,0.479
0.0007160898698384751,0.3202,0.9509,0.479
0.0007161051782559527,0.3202,0.9509,0.4791
0.000716378264388236,0.3202,0.9509,0.4791
0.0007167984640618314,0.3202,0.9509,0.4791
0.0007170904228720417,0.3202,0.9509,0.4791
0.0007174974931224482,0.3202,0.9509,0.4791
0.0007179029153102012,0.3202,0.9509,0.4791
0.0007181544703906772,0.3202,0.9509,0.4791
0.000718255999791775,0.3202,0.9509,0.4791
0.0007187601512095978,0.3202,0.9509,0.4791
0.000718798370731544,0.3202,0.9509,0.4791
0.0007195811372703991,0.3202,0.9509,0.4791
0.0007198120263035553,0.3203,0.9509,0.4791
0.000719812557920326,0.3203,0.9509,0.4791
0.0007199533569969731,0.3203,0.9509,0.4791
0.0007200505142018625,0.3203,0.9509,0.4791
0.0007201095637162342,0.3203,0.9509,0.4792
0.0007201837869107574,0.3203,0.9509,0.4792
0.0007207394603641253,0.3203,0.9509,0.4792
0.0007208029409135731,0.3203,0.9509,0.4792
0.0007208413950982067,0.3203,0.9509,0.4792
0.0007209306843997923,0.3203,0.9509,0.4792
0.0007211697861445235,0.3203,0.9509,0.4792
0.0007213304730849457,0.3203,0.9509,0.4792
0.0007216877905652729,0.3203,0.9509,0.4792
0.000721780984917129,0.3203,0.9509,0.4792
0.0007221083394293938,0.3203,0.9509,0.4792
0.0007222962755878476,0.3203,0.9509,0.4792
0.000722384477687829,0.3203,0.9509,0.4792
0.0007229253123125629,0.3203,0.9509,0.4792
0.000723000405237008,0.3203,0.9509,0.4792
0.0007230876103126321,0.3203,0.9509,0.4792
0.0007231326067862476,0.3203,0.9509,0.4792
0.0007232051425816634,0.3203,0.9509,0.4792
0.000723212810511186,0.3203,0.9509,0.4792
0.0007232826120946346,0.3203,0.9509,0.4792
0.0007233197301021561,0.3203,0.9509,0.4792
0.0007233729069212895,0.3203,0.9509,0.4792
0.0007234747095950406,0.3203,0.9509,0.4792
0.0007238601263976113,0.3203,0.9509,0.4792
0.0007240316890921209,0.3203,0.9509,0.4792
0.0007240616321697292,0.3203,0.9509,0.4792
0.0007241562718086834,0.3203,0.9509,0.4792
0.0007247037135388952,0.3203,0.9509,0.4792
0.0007251591321804917,0.3203,0.9509,0.4792
0.0007253627544688186,0.3203,0.9509,0.4792
0.0007258598317642038,0.3203,0.9509,0.4792
0.0007259031507642739,0.3203,0.9509,0.4792
0.0007261046565363916,0.3204,0.9509,0.4793
0.0007261304957229916,0.3204,0.9509,0.4793
0.0007262572898357562,0.3204,0.9509,0.4793
0.0007262613310619665,0.3204,0.9509,0.4793
0.0007265790943447502,0.3204,0.9509,0.4793
0.0007270081463970423,0.3204,0.9509,0.4793
0.0007271429947847101,0.3204,0.9509,0.4793
0.000727262797056912,0.3204,0.9509,0.4793
0.0007274373175247225,0.3204,0.9509,0.4793
0.0007275142043789133,0.3204,0.9509,0.4793
0.0007275536662642192,0.3204,0.9509,0.4793
0.0007278289421266251,0.3204,0.9509,0.4793
0.0007286949421689926,0.3204,0.9509,0.4793
0.0007294581174116602,0.3204,0.9509,0.4793
0.000729480341891385,0.3204,0.9509,0.4793
0.0007295373403201894,0.3204,0.9509,0.4793
0.0007299233108313541,0.3204,0.9509,0.4793
0.0007302957354188479,0.3204,0.9509,0.4793
0.0007303507658997712,0.3204,0.9509,0.4793
0.0007305768992042988,0.3204,0.9509,0.4793
0.0007307379665356551,0.3204,0.9509,0.4793
0.000730922978556462,0.3204,0.9509,0.4793
0.0007309459171288415,0.3204,0.9509,0.4793
0.0007310703972042344,0.3204,0.9509,0.4793
0.0007312149778024311,0.3204,0.9509,0.4793
0.000731393486696838,0.3204,0.9509,0.4793
0.0007314104561477846,0.3204,0.9509,0.4793
0.0007315085192310442,0.3204,0.9509,0.4793
0.000731936453832729,0.3204,0.9509,0.4793
0.0007324369942758076,0.3204,0.9509,0.4793
0.0007328726093863733,0.3204,0.9509,0.4793
0.0007338230405099648,0.3223,0.9509,0.4814
0.00073400276625615,0.3223,0.9509,0.4814
0.0007345156836519994,0.3223,0.9509,0.4814
0.000734682500193601,0.3223,0.9509,0.4814
0.0007360751312675012,0.3223,0.9509,0.4814
0.0007361657819183884,0.3223,0.9509,0.4814
0.0007361670419898905,0.3223,0.9509,0.4815
0.000736271806065921,0.3223,0.9509,0.4815
0.0007366605013656254,0.3223,0.9509,0.4815
0.000736901329674807,0.3223,0.9509,0.4815
0.0007369128298270996,0.3223,0.9509,0.4815
0.0007371591136631405,0.3223,0.9509,0.4815
0.0007371922137919353,0.3224,0.9509,0.4815
0.0007374790570872692,0.3224,0.9509,0.4815
0.0007376284860038555,0.3224,0.9509,0.4815
0.0007376949865594255,0.3224,0.9509,0.4815
0.0007377076394402287,0.3224,0.9509,0.4815
0.0007378770154317519,0.3224,0.9509,0.4816
0.0007379583907125841,0.3224,0.9509,0.4816
0.0007386441534038925,0.3224,0.9509,0.4816
0.0007387041785497931,0.3224,0.9509,0.4816
0.0007389019373922257,0.3224,0.9509,0.4816
0.0007389383310489865,0.3224,0.9509,0.4816
0.0007390768940476548,0.3224,0.9509,0.4816
0.0007391456329874682,0.3224,0.9509,0.4816
0.0007392260644290936,0.3224,0.9509,0.4816
0.0007394504631693143,0.3224,0.9509,0.4816
0.0007399064329553485,0.3224,0.9509,0.4816
0.0007399718522663026,0.3224,0.9509,0.4816
0.0007400386916169559,0.3224,0.9509,0.4816
0.0007402435836012857,0.3224,0.9509,0.4816
0.0007405236962260242,0.3224,0.9509,0.4816
0.0007408530794878725,0.3225,0.9509,0.4816
0.0007412696511130765,0.3225,0.9509,0.4816
0.0007412820608866316,0.3225,0.9509,0.4816
0.00074135689155558,0.3225,0.9509,0.4816
0.0007415452703103094,0.3225,0.9509,0.4816
0.0007418527313083424,0.3225,0.9509,0.4816
0.0007420799528166096,0.3225,0.9509,0.4816
0.0007421927902518927,0.3225,0.9509,0.4816
0.0007422641943703688,0.3225,0.9509,0.4816
0.0007430997152846654,0.3225,0.9509,0.4816
0.0007432313742825807,0.3225,0.9509,0.4816
0.000743575360877224,0.3225,0.9509,0.4816
0.0007436440800310358,0.3225,0.9509,0.4817
0.0007439841389745861,0.3225,0.9509,0.4817
0.0007444692746557052,0.3225,0.9509,0.4817
0.00074457080207828,0.3225,0.9509,0.4817
0.0007445887097103694,0.3225,0.9509,0.4817
0.0007446316096576661,0.3225,0.9509,0.4817
0.0007449117537475455,0.3225,0.9509,0.4817
0.0007452518126910958,0.3225,0.9509,0.4817
0.0007453181846063094,0.3225,0.9509,0.4817
0.0007453771118437019,0.3225,0.9509,0.4817
0.000745552875424617,0.3225,0.9509,0.4817
0.0007462541241447864,0.3225,0.9509,0.4817
0.000746308320657089,0.3225,0.9509,0.4817
0.0007464981296405736,0.3226,0.9509,0.4817
0.0007467882183952772,0.3226,0.9509,0.4817
0.0007471476283466373,0.3226,0.9509,0.4817
0.0007478267196278552,0.3226,0.9509,0.4817
0.000747832759149151,0.3226,0.9509,0.4817
